Temperature (°C),Humidity (%),Moisture (%),Soil Type,Crop Type,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),pH,Rainfall (mm),Pest Level,Recommended Fertilizer,Dosage (kg/acre),Apply_After_Days,Expected Yield (q/ha)
37.9,57,26,Clayey,Tomato,137,29,73,5.2,94,Medium,Potash,34.7,29,84.9
23.9,50,24,Loamy,Soybean,61,61,93,6.8,163,High,Potash,34.7,10,69.9
36.7,36,68,Loamy,Pulses,119,26,96,7.6,279,Low,14-35-14,49.9,14,81.3
20.2,61,65,Clayey,Sugarcane,158,76,83,6.6,170,High,Urea,66.2,21,68.1
21.2,81,43,Clayey,Rice,135,52,31,5.9,103,Low,Urea,53.6,11,87.7
32.1,68,24,Sandy,Maize,81,54,92,7.5,319,High,NPK,78.1,13,95.4
31.9,62,36,Sandy,Wheat,158,20,72,6.5,178,Low,Urea,71.6,20,91.5
27.2,74,63,Red,Cotton,65,72,80,7.9,268,High,Potash,41.9,22,82.3
31.4,69,21,Clayey,Soybean,74,31,96,7.7,96,High,MOP,41.6,10,65.7
22.1,55,37,Black,Sugarcane,51,55,89,5.3,338,Medium,Urea,90.1,32,95.6
33.1,37,20,Clayey,Sugarcane,69,75,76,6.4,316,Medium,Urea,79.5,30,99.6
20.6,43,39,Sandy,Soybean,140,55,79,5.9,93,Low,14-35-14,30.8,10,85.2
29.1,44,21,Sandy,Rice,151,53,54,5.9,57,Low,DAP,44.0,11,103.7
28.6,42,25,Red,Rice,140,33,34,6.9,94,High,Urea,80.2,7,66.0
32.8,38,20,Black,Rice,97,77,99,7.4,87,Medium,NPK,43.4,7,94.7
22.4,78,21,Black,Sugarcane,85,69,54,6.4,343,High,Urea,90.9,33,69.7
30.3,73,48,Black,Soybean,86,63,88,5.8,69,Low,MOP,29.5,16,82.5
25.5,52,63,Black,Wheat,93,41,71,7.4,278,Low,DAP,54.6,17,93.6
37.5,47,50,Red,Cotton,120,58,49,8.2,128,Medium,Potash,36.1,23,83.4
27.3,63,54,Red,Rice,82,78,38,6.1,192,High,Urea,87.8,13,79.6
32.8,53,45,Black,Wheat,91,56,50,7.5,286,Medium,DAP,75.6,12,93.3
33.9,68,50,Loamy,Sugarcane,145,53,93,6.4,251,Low,Urea,67.2,28,97.0
29.7,70,27,Sandy,Groundnut,72,58,81,7.2,147,High,MOP,43.6,18,95.0
35.3,38,35,Sandy,Sugarcane,149,57,57,7.1,349,Low,Urea,75.2,22,93.5
25.7,37,60,Black,Maize,79,56,34,6.1,75,Low,Urea,50.2,19,94.4
21.6,78,58,Red,Wheat,123,47,66,8.2,318,High,NPK,58.7,19,77.5
22.3,35,63,Black,Wheat,94,75,37,7.0,150,Low,DAP,50.1,18,72.9
21.9,51,58,Loamy,Maize,116,32,76,6.5,327,High,NPK,68.8,17,68.6
32.9,51,59,Sandy,Wheat,136,66,93,6.9,320,Medium,Urea,83.2,19,98.8
24.9,46,22,Red,Maize,110,56,43,5.9,188,Low,DAP,54.5,15,80.1
24.3,39,65,Black,Rice,136,78,78,6.1,229,High,NPK,60.2,7,72.2
36.8,70,23,Red,Soybean,94,55,69,7.9,105,Medium,14-35-14,45.5,12,106.7
35.8,67,22,Sandy,Groundnut,118,36,51,6.1,110,Medium,MOP,39.6,7,85.4
29.3,36,42,Loamy,Tomato,159,67,59,7.3,80,Low,10-26-26,31.7,28,82.9
21.9,87,58,Clayey,Maize,127,64,56,5.5,88,High,10-26-26,36.5,9,71.2
22.4,72,57,Sandy,Maize,99,60,96,7.1,335,High,NPK,64.7,17,70.7
37.8,90,44,Red,Maize,145,79,39,5.5,96,Medium,DAP,57.1,8,77.2
37.7,87,61,Loamy,Rice,133,23,65,6.8,296,Medium,Urea,95.9,10,86.2
33.1,79,20,Sandy,Cotton,154,76,58,5.5,266,Medium,Potash,38.4,20,102.0
36.3,87,48,Red,Cotton,68,42,37,7.6,345,Low,Potash,46.3,34,75.6
37.5,38,28,Clayey,Sugarcane,81,68,34,7.1,55,Low,Urea,58.2,28,81.8
31.1,69,46,Sandy,Pulses,82,56,34,6.3,289,High,DAP,88.2,14,61.2
20.8,88,56,Black,Tomato,143,39,39,7.1,341,High,NPK,76.9,24,89.3
24.0,57,44,Loamy,Cotton,100,23,62,8.1,184,High,NPK,65.5,20,63.9
21.9,69,55,Black,Wheat,108,67,96,5.8,85,Low,DAP,38.4,15,105.5
24.2,38,45,Loamy,Tomato,51,25,81,6.2,194,Medium,10-26-26,41.6,27,80.1
24.5,85,29,Clayey,Cotton,98,40,39,6.7,226,Low,NPK,51.3,23,101.5
24.5,51,49,Loamy,Rice,84,57,46,6.0,314,Medium,Urea,90.4,16,101.1
37.5,86,38,Sandy,Sugarcane,145,33,63,5.6,288,Low,Urea,72.8,26,103.6
28.4,42,28,Loamy,Sugarcane,144,49,73,6.2,318,Low,Urea,72.9,25,96.4
36.9,88,38,Red,Tomato,150,21,62,6.5,54,Low,NPK,39.3,31,77.3
32.1,46,60,Loamy,Rice,104,66,32,6.3,138,High,Urea,75.4,18,75.7
23.4,72,66,Loamy,Pulses,160,63,81,6.2,248,Medium,14-35-14,46.6,11,98.0
31.4,86,34,Sandy,Cotton,160,49,58,8.0,318,Medium,Potash,46.5,35,106.5
26.0,44,36,Loamy,Cotton,116,47,72,6.2,187,Medium,NPK,48.4,30,75.2
29.7,84,57,Loamy,Groundnut,132,51,52,7.7,222,Low,MOP,33.7,15,81.9
25.6,61,37,Clayey,Wheat,134,20,76,5.9,163,Medium,DAP,50.8,11,111.7
24.1,41,54,Clayey,Groundnut,158,62,55,5.6,286,Low,14-35-14,48.1,14,102.9
25.7,90,50,Clayey,Pulses,107,70,35,8.0,109,Low,DAP,47.7,17,83.5
24.5,67,29,Clayey,Tomato,145,60,51,7.0,238,High,Potash,40.4,29,74.0
26.4,37,25,Sandy,Wheat,156,74,92,5.5,233,Medium,Urea,74.4,8,82.2
31.9,36,38,Sandy,Cotton,114,42,82,8.0,207,High,Potash,46.8,30,63.3
20.2,45,26,Sandy,Sugarcane,66,43,42,5.7,272,High,Urea,90.3,32,59.0
30.7,78,24,Red,Maize,126,35,78,6.0,228,Medium,DAP,56.7,15,82.5
20.0,53,53,Sandy,Pulses,113,53,89,7.4,85,High,DAP,52.6,15,80.9
34.1,76,57,Clayey,Tomato,100,74,96,6.2,148,High,Potash,38.7,34,74.8
26.4,85,37,Red,Rice,108,41,67,8.0,271,Medium,Urea,73.3,10,104.7
28.7,88,61,Loamy,Pulses,138,39,99,7.3,178,Medium,14-35-14,44.6,20,114.5
24.5,60,55,Sandy,Soybean,141,45,98,6.3,298,Low,14-35-14,42.1,18,85.0
26.5,83,24,Sandy,Sugarcane,57,45,34,7.3,327,Low,Urea,88.8,34,71.3
22.8,77,64,Loamy,Cotton,57,77,59,7.3,100,Medium,NPK,46.4,31,80.2
35.4,90,42,Black,Pulses,53,64,54,6.1,262,High,10-26-26,59.9,18,78.8
33.2,36,50,Red,Rice,115,80,100,6.0,214,Low,Urea,66.3,17,72.5
31.7,75,61,Sandy,Wheat,102,39,82,6.3,149,Medium,Urea,70.9,13,110.3
35.2,37,43,Loamy,Groundnut,152,25,100,7.0,176,Medium,MOP,38.1,19,67.7
33.6,72,20,Clayey,Maize,142,44,75,5.3,244,Medium,10-26-26,42.2,15,88.3
28.5,71,26,Clayey,Cotton,108,33,48,7.9,273,Low,NPK,55.9,34,74.7
24.1,83,22,Loamy,Cotton,153,21,75,5.5,103,Low,NPK,38.6,35,84.5
21.7,66,56,Red,Groundnut,110,59,56,6.0,321,High,Urea,84.4,14,66.6
32.0,74,46,Sandy,Wheat,51,74,66,8.1,233,Low,Urea,68.4,15,110.4
37.5,88,21,Red,Sugarcane,126,71,51,6.4,277,High,10-26-26,51.6,33,75.4
26.4,49,67,Sandy,Soybean,134,58,56,7.7,168,Medium,14-35-14,38.1,14,80.8
30.9,42,64,Sandy,Rice,159,74,70,6.7,152,Medium,DAP,48.6,7,91.5
29.3,56,41,Loamy,Groundnut,130,76,78,5.4,267,High,MOP,42.2,19,82.6
27.1,47,40,Red,Groundnut,55,34,51,6.3,100,High,Urea,74.3,17,60.7
28.3,57,58,Sandy,Soybean,68,57,45,5.2,170,High,14-35-14,57.2,7,73.2
34.8,80,36,Sandy,Pulses,70,68,31,5.4,274,Low,DAP,70.0,8,75.2
24.1,65,57,Sandy,Cotton,77,31,100,7.2,341,Low,Potash,40.5,31,89.1
26.5,51,61,Clayey,Sugarcane,121,50,79,7.2,200,Medium,Urea,65.9,21,115.2
23.4,35,70,Red,Soybean,55,68,39,6.5,272,High,14-35-14,56.4,15,69.1
36.7,67,45,Red,Groundnut,146,38,56,7.1,294,Medium,Urea,82.3,14,80.9
33.5,84,66,Loamy,Wheat,128,48,37,5.6,288,Low,DAP,61.8,9,110.3
36.0,83,42,Clayey,Pulses,112,32,97,7.8,116,Low,DAP,54.0,19,111.8
33.1,35,59,Clayey,Pulses,87,58,92,7.0,56,High,DAP,50.4,14,81.6
32.8,35,23,Black,Rice,63,28,88,7.5,153,Low,NPK,54.3,10,75.7
29.6,72,39,Clayey,Pulses,130,62,41,5.6,158,Low,DAP,51.6,14,109.6
30.5,35,47,Sandy,Pulses,141,20,62,5.6,218,Low,DAP,58.3,8,68.6
26.2,76,57,Sandy,Groundnut,60,27,30,7.8,216,Medium,MOP,49.0,11,78.1
24.9,43,67,Black,Maize,124,68,96,6.4,166,Medium,Urea,55.4,11,86.9
30.1,70,60,Black,Sugarcane,129,37,79,8.0,294,Medium,Urea,83.2,22,97.6
31.0,47,56,Sandy,Tomato,61,45,77,5.2,243,High,NPK,61.3,29,56.5
22.9,47,23,Loamy,Groundnut,75,26,83,5.5,259,Medium,MOP,40.2,14,79.2
28.0,55,64,Clayey,Groundnut,154,35,38,7.0,124,Low,14-35-14,37.2,7,106.1
27.2,85,47,Clayey,Rice,160,61,34,5.3,173,High,Urea,82.5,9,88.2
27.9,45,21,Sandy,Soybean,106,23,47,6.1,340,High,14-35-14,68.7,17,51.9
20.7,71,60,Clayey,Soybean,104,78,80,5.8,135,Medium,MOP,30.4,12,97.3
32.7,62,53,Loamy,Pulses,139,37,33,7.4,200,High,14-35-14,53.7,13,69.5
32.6,41,24,Clayey,Sugarcane,127,20,54,7.4,334,High,Urea,104.6,32,66.6
27.3,42,65,Black,Wheat,146,46,42,7.8,337,High,DAP,80.4,10,77.4
31.5,59,43,Sandy,Wheat,110,49,77,6.3,292,High,Urea,88.8,12,96.8
30.6,78,33,Red,Wheat,66,26,46,6.7,303,High,NPK,79.3,11,69.4
37.3,54,45,Clayey,Cotton,73,58,67,7.7,237,Low,NPK,51.6,31,105.6
36.8,50,41,Sandy,Soybean,114,50,43,5.2,54,Low,14-35-14,35.2,10,97.6
22.1,63,46,Black,Maize,98,56,68,6.4,267,Low,Urea,63.6,15,83.8
35.4,82,52,Red,Maize,119,77,75,6.1,62,Low,DAP,45.2,15,92.3
23.7,36,49,Red,Pulses,74,43,52,5.9,253,Low,MOP,43.3,11,68.9
31.9,85,48,Red,Cotton,98,30,62,7.1,65,High,Potash,38.9,34,68.8
30.2,65,68,Sandy,Sugarcane,67,80,98,5.5,344,Medium,Urea,85.6,29,92.2
37.3,68,33,Loamy,Soybean,141,71,53,7.9,314,High,Potash,51.7,20,93.0
29.3,83,36,Sandy,Tomato,140,56,100,5.7,130,Low,NPK,37.9,23,116.9
36.6,48,59,Sandy,Tomato,144,63,67,7.2,227,High,NPK,62.4,21,78.2
20.4,70,38,Sandy,Maize,53,53,47,6.8,217,Medium,NPK,57.9,18,79.3
34.8,70,67,Clayey,Pulses,59,26,86,6.1,299,High,DAP,93.7,14,61.2
31.4,79,61,Black,Cotton,151,24,87,6.2,265,Medium,Potash,45.9,28,105.6
34.9,64,38,Red,Rice,118,29,63,5.5,323,Low,Urea,77.3,17,92.0
29.4,36,50,Red,Maize,76,29,63,5.7,157,High,DAP,68.8,12,55.5
31.4,83,55,Sandy,Cotton,99,45,63,7.0,50,Low,Potash,28.8,34,107.0
35.2,90,54,Black,Tomato,53,39,52,7.7,70,Low,NPK,42.6,28,70.9
36.1,80,20,Clayey,Tomato,150,50,82,6.2,167,Low,Potash,33.9,30,101.8
20.9,40,23,Clayey,Pulses,59,47,93,7.0,170,High,DAP,67.6,13,60.0
22.7,76,21,Black,Maize,138,63,35,6.2,224,High,Urea,78.6,17,91.7
34.6,36,69,Red,Pulses,93,54,42,6.4,238,High,MOP,54.3,17,58.5
34.7,86,58,Clayey,Pulses,89,76,60,6.3,73,High,DAP,58.5,7,75.6
29.0,59,33,Sandy,Pulses,62,32,40,7.5,147,High,DAP,74.3,20,69.2
26.0,54,22,Clayey,Rice,97,48,57,5.3,132,Medium,Urea,61.4,14,82.3
21.9,49,63,Red,Rice,68,34,41,7.5,130,High,Urea,81.9,7,54.2
28.2,38,43,Loamy,Pulses,59,75,35,5.9,208,High,14-35-14,61.9,9,76.4
23.9,45,32,Clayey,Pulses,144,41,76,8.2,314,Low,DAP,54.5,17,80.7
34.2,52,70,Loamy,Cotton,75,51,80,6.4,76,Medium,NPK,41.8,23,79.3
35.2,59,23,Red,Cotton,84,38,96,7.8,257,Low,Potash,42.9,21,95.6
31.4,73,52,Black,Rice,138,61,51,5.7,346,Low,NPK,53.5,8,92.9
27.3,54,37,Black,Groundnut,148,50,81,6.8,116,Low,DAP,40.9,9,107.1
36.8,43,23,Clayey,Groundnut,116,40,87,5.8,249,Low,14-35-14,44.4,14,81.2
27.3,60,26,Red,Sugarcane,137,20,98,5.3,106,High,10-26-26,40.8,26,65.7
20.6,43,62,Black,Groundnut,128,69,34,6.9,340,Medium,DAP,66.6,7,80.9
32.9,35,42,Loamy,Rice,153,63,90,6.2,78,High,Urea,69.5,9,75.2
24.6,75,62,Loamy,Tomato,111,63,79,6.8,51,Medium,10-26-26,29.8,35,106.9
34.1,45,48,Black,Pulses,67,37,100,5.7,64,High,10-26-26,39.0,18,74.0
31.1,79,32,Loamy,Sugarcane,154,63,89,7.3,171,Low,Urea,63.8,32,113.0
22.3,56,70,Black,Maize,134,22,39,7.8,123,Low,Urea,58.7,17,77.0
32.6,38,43,Black,Maize,90,42,39,5.4,158,Medium,Urea,78.5,15,67.9
28.5,59,30,Sandy,Rice,138,26,79,6.5,121,Low,DAP,43.5,11,81.1
37.7,57,65,Red,Wheat,60,37,31,5.4,295,High,NPK,88.3,16,80.2
27.5,48,67,Red,Pulses,74,53,66,5.8,287,High,MOP,51.2,18,62.4
21.8,82,27,Black,Wheat,100,40,38,6.6,140,Medium,DAP,57.5,7,105.2
32.1,38,49,Loamy,Cotton,67,42,86,6.0,135,Medium,NPK,52.4,29,81.6
25.3,41,66,Clayey,Cotton,154,66,97,6.9,330,High,NPK,68.1,32,60.2
30.1,52,50,Black,Sugarcane,112,20,31,6.4,244,High,Urea,107.8,28,59.6
21.1,40,38,Sandy,Maize,76,27,77,7.6,119,Low,NPK,37.7,10,95.6
36.5,68,28,Loamy,Sugarcane,81,61,94,5.7,60,High,Urea,64.9,31,80.9
27.2,89,50,Loamy,Sugarcane,84,68,41,5.4,214,Medium,Urea,69.8,32,82.7
28.6,68,53,Clayey,Cotton,142,64,34,6.0,333,Medium,NPK,62.3,25,80.6
25.2,48,70,Clayey,Pulses,121,34,35,8.0,311,Medium,DAP,66.8,18,96.6
22.6,90,26,Loamy,Groundnut,75,22,42,6.1,263,Low,MOP,40.4,9,98.3
28.5,75,51,Loamy,Wheat,60,36,40,7.7,123,Low,DAP,58.5,19,97.8
20.8,68,22,Red,Tomato,134,26,79,5.3,126,Medium,NPK,41.5,32,102.3
37.0,86,65,Sandy,Maize,131,53,49,6.6,251,Medium,NPK,65.1,10,111.2
27.8,83,34,Red,Groundnut,107,38,52,5.7,317,Medium,Urea,81.0,11,86.7
20.3,53,51,Black,Cotton,73,37,77,7.0,117,Low,Potash,30.3,22,84.7
26.3,42,26,Black,Rice,100,66,51,5.7,225,High,NPK,55.6,7,61.3
27.3,70,49,Black,Soybean,156,34,84,7.3,219,Low,MOP,34.2,16,98.3
37.9,73,28,Clayey,Maize,142,41,46,6.8,215,Low,10-26-26,46.4,13,108.4
31.4,46,38,Red,Rice,89,51,38,7.5,193,Medium,Urea,73.3,19,84.3
35.6,73,24,Black,Wheat,82,24,94,5.3,58,High,DAP,56.4,20,81.0
26.5,62,70,Black,Rice,120,43,72,7.9,268,Medium,NPK,60.6,7,115.0
36.6,65,33,Red,Groundnut,152,27,89,6.8,348,Medium,Urea,95.5,17,98.1
25.3,75,59,Clayey,Sugarcane,127,34,66,7.7,178,Low,Urea,64.6,32,81.0
23.9,82,36,Loamy,Tomato,57,35,96,7.5,206,Low,10-26-26,43.5,22,94.5
26.5,39,22,Loamy,Wheat,73,69,38,6.3,242,Low,DAP,65.1,8,75.3
22.0,58,23,Loamy,Tomato,145,58,54,6.6,340,High,10-26-26,54.7,28,91.3
24.8,46,68,Red,Groundnut,116,59,48,7.1,135,High,Urea,76.7,7,61.6
32.7,75,53,Red,Cotton,90,25,92,8.1,54,Medium,Potash,32.3,21,90.2
26.3,67,57,Red,Soybean,63,75,47,5.4,191,Low,14-35-14,41.0,8,100.9
30.5,75,43,Clayey,Cotton,158,55,47,6.6,230,Medium,NPK,58.2,25,83.2
36.1,47,67,Loamy,Wheat,109,48,43,6.4,311,Low,DAP,68.7,19,94.8
35.3,62,66,Red,Pulses,109,61,99,7.6,154,High,MOP,42.3,20,84.5
33.9,37,50,Red,Groundnut,102,42,73,6.2,340,High,Urea,111.1,10,67.4
37.0,45,67,Red,Cotton,133,26,36,6.5,109,Low,Potash,35.7,26,72.1
29.5,53,65,Red,Wheat,144,53,95,7.9,332,High,NPK,70.5,7,93.5
28.6,79,38,Loamy,Pulses,55,70,61,5.3,51,High,14-35-14,45.4,9,92.4
34.3,66,30,Red,Maize,156,53,81,8.2,73,Medium,DAP,51.8,9,83.1
23.7,71,70,Sandy,Sugarcane,67,63,49,6.5,152,High,Urea,71.5,30,91.5
26.3,85,37,Red,Soybean,120,44,36,7.6,338,Medium,14-35-14,56.0,9,92.2
28.0,44,42,Red,Sugarcane,67,75,96,6.1,273,Low,10-26-26,45.1,24,98.7
22.4,86,25,Red,Tomato,160,80,62,6.8,179,Medium,NPK,45.0,32,85.9
31.8,41,57,Black,Rice,76,68,50,6.6,225,Low,NPK,54.3,16,73.1
34.7,70,29,Loamy,Rice,62,39,46,6.2,340,Low,Urea,91.5,14,105.3
22.1,50,44,Loamy,Rice,128,34,49,7.2,197,Low,Urea,58.6,9,98.7
21.9,78,66,Sandy,Pulses,109,30,99,6.5,84,Medium,DAP,43.5,11,95.6
25.5,66,64,Black,Maize,61,62,32,6.3,245,High,Urea,90.6,7,86.8
28.7,63,33,Sandy,Sugarcane,146,57,35,7.7,236,Medium,Urea,78.3,21,78.5
25.3,44,29,Clayey,Soybean,53,44,63,7.0,196,Low,MOP,35.8,7,92.6
20.5,39,47,Red,Rice,136,78,74,6.6,60,Low,Urea,45.6,12,87.6
36.3,38,44,Clayey,Wheat,54,69,45,8.1,278,High,DAP,89.5,15,77.6
27.3,57,35,Red,Groundnut,132,68,42,6.4,126,Medium,Urea,58.5,12,104.2
23.6,79,45,Sandy,Rice,65,42,34,6.0,222,Low,DAP,59.8,20,76.6
20.6,40,21,Loamy,Pulses,55,79,40,6.1,282,Medium,14-35-14,49.0,8,84.4
26.7,41,20,Sandy,Pulses,132,50,74,6.9,257,Medium,DAP,61.8,9,104.7
20.8,62,64,Black,Sugarcane,81,59,82,7.6,122,Low,Urea,50.7,33,105.2
20.5,60,50,Black,Sugarcane,158,60,36,5.2,332,High,Urea,95.4,28,81.2
37.8,85,46,Black,Rice,72,67,82,6.7,291,Low,NPK,60.0,16,94.8
35.0,69,39,Red,Pulses,72,74,34,7.5,126,Low,MOP,38.9,12,93.0
31.6,54,41,Sandy,Maize,102,75,95,7.7,97,Medium,NPK,47.7,12,112.6
31.6,68,49,Clayey,Groundnut,87,73,86,6.1,101,Low,14-35-14,33.0,9,113.3
32.6,75,22,Red,Tomato,74,79,50,6.4,245,Medium,NPK,65.0,35,89.2
28.8,38,25,Clayey,Maize,125,27,90,5.8,113,High,10-26-26,43.9,17,64.4
30.3,72,35,Black,Sugarcane,116,57,48,5.7,247,Low,Urea,76.4,20,86.2
36.1,76,55,Loamy,Wheat,114,43,45,5.2,126,High,DAP,72.9,11,76.5
30.7,39,30,Clayey,Sugarcane,121,39,44,7.8,248,Low,Urea,69.8,33,80.8
28.3,70,38,Black,Cotton,79,64,50,6.9,98,Medium,Potash,33.2,30,112.4
28.2,77,70,Loamy,Wheat,144,67,43,7.6,111,Low,DAP,49.3,12,79.3
27.5,56,34,Loamy,Maize,160,61,30,5.8,249,High,NPK,62.6,12,72.8
20.0,61,21,Red,Rice,111,27,40,6.0,269,Low,Urea,73.6,12,71.7
25.5,37,43,Clayey,Groundnut,148,40,95,5.2,79,Low,14-35-14,31.8,18,88.2
20.4,60,22,Sandy,Pulses,50,20,55,7.0,85,Low,DAP,43.7,20,92.1
38.0,66,46,Black,Maize,84,62,33,6.2,56,Low,Urea,58.7,10,106.3
35.6,35,44,Black,Soybean,144,20,91,7.3,132,Medium,MOP,38.6,10,90.1
27.1,90,26,Clayey,Wheat,99,67,100,7.6,271,Low,DAP,52.5,15,117.8
31.8,62,56,Clayey,Tomato,98,77,97,6.9,247,Medium,Potash,36.1,20,90.2
32.6,62,59,Clayey,Rice,96,75,53,5.9,209,Medium,Urea,74.3,16,82.9
35.5,43,61,Red,Rice,137,56,99,6.3,102,Low,Urea,61.3,7,72.2
20.3,64,31,Black,Soybean,80,66,83,6.5,227,Low,MOP,31.3,14,81.9
31.3,46,30,Sandy,Tomato,69,73,95,6.9,172,Medium,NPK,55.2,22,78.1
20.8,52,51,Sandy,Soybean,104,53,100,7.1,217,Low,14-35-14,40.5,18,115.8
28.8,47,45,Clayey,Cotton,85,49,78,6.5,186,Low,NPK,47.7,29,69.0
37.4,36,41,Black,Sugarcane,129,58,95,5.3,151,Medium,Urea,73.3,26,95.3
24.1,76,62,Red,Tomato,148,41,69,7.6,334,Low,NPK,56.5,34,102.0
26.8,86,34,Black,Soybean,112,23,89,7.7,121,Low,MOP,31.6,10,96.2
29.7,79,68,Loamy,Soybean,63,46,51,6.2,155,Low,Potash,36.6,11,92.8
33.3,44,46,Loamy,Cotton,78,66,92,5.8,148,Medium,NPK,51.0,27,75.7
26.7,39,40,Sandy,Sugarcane,86,47,35,5.4,53,Medium,Urea,57.1,20,66.9
33.0,42,62,Clayey,Sugarcane,134,60,57,5.7,150,Low,Urea,63.0,34,103.0
24.3,40,26,Black,Cotton,160,75,72,7.1,91,Medium,Potash,26.4,21,89.5
35.0,74,25,Clayey,Wheat,126,52,87,6.9,150,High,DAP,63.9,15,83.4
33.8,84,58,Red,Maize,129,74,85,7.9,176,Low,DAP,54.7,12,104.6
33.9,66,20,Red,Groundnut,80,29,75,6.4,291,Low,Urea,75.1,13,106.0
23.8,46,53,Clayey,Sugarcane,157,33,67,8.2,281,Medium,Urea,76.0,20,73.4
28.9,45,46,Sandy,Pulses,151,77,47,7.6,116,Low,DAP,47.7,17,82.5
37.2,62,53,Loamy,Rice,129,36,49,5.9,110,High,Urea,80.9,19,64.7
27.6,72,36,Loamy,Cotton,128,58,81,5.6,291,Low,NPK,53.1,33,92.6
30.9,81,66,Red,Sugarcane,132,65,43,5.8,202,High,10-26-26,49.5,29,85.1
24.0,78,40,Loamy,Rice,99,22,70,5.5,321,High,Urea,96.7,19,66.7
29.3,42,57,Black,Tomato,150,71,54,6.4,146,Medium,NPK,43.3,29,81.1
27.8,57,41,Red,Maize,96,71,66,5.5,189,Medium,DAP,57.3,13,107.1
23.4,49,67,Black,Tomato,148,20,100,6.9,277,High,NPK,62.9,28,74.8
20.1,43,36,Red,Rice,59,55,89,7.6,149,Low,Urea,61.6,10,81.6
20.6,76,64,Red,Cotton,141,71,83,5.8,262,Low,Potash,29.3,25,113.5
29.5,36,23,Red,Pulses,108,71,99,8.2,343,Low,MOP,41.9,10,73.9
32.9,81,24,Clayey,Tomato,158,41,83,7.1,290,High,Potash,44.1,32,67.0
34.7,64,66,Loamy,Sugarcane,68,36,72,7.6,274,High,Urea,91.8,20,62.1
34.3,65,61,Sandy,Groundnut,154,33,51,7.8,265,Low,MOP,45.8,16,98.6
26.9,75,66,Sandy,Sugarcane,152,45,50,5.3,268,High,Urea,97.7,35,87.8
20.3,39,28,Loamy,Sugarcane,51,65,37,5.9,110,Low,Urea,58.5,24,84.5
29.2,67,56,Sandy,Wheat,109,71,74,6.1,170,Low,Urea,54.0,13,86.9
32.4,84,22,Red,Pulses,148,46,84,7.6,236,Medium,MOP,43.2,16,96.4
34.6,55,58,Sandy,Groundnut,101,43,87,5.9,261,Medium,MOP,44.4,16,106.3
25.5,56,68,Loamy,Soybean,77,78,67,7.4,346,Medium,Potash,42.0,17,98.5
35.2,85,29,Clayey,Sugarcane,152,28,58,8.0,129,Low,Urea,69.7,21,101.9
34.9,81,66,Sandy,Groundnut,70,56,55,6.7,75,High,MOP,43.1,9,71.7
32.9,54,35,Black,Tomato,64,77,56,5.6,162,Medium,NPK,56.9,24,104.8
32.5,57,70,Red,Sugarcane,111,80,48,7.4,134,Medium,10-26-26,41.4,22,90.8
27.3,50,20,Red,Pulses,59,73,85,7.7,51,Medium,MOP,30.0,17,88.3
34.8,60,38,Clayey,Rice,150,22,84,5.6,203,High,Urea,94.9,18,69.2
27.1,76,24,Loamy,Maize,153,43,43,8.0,314,High,NPK,65.9,19,66.3
23.7,44,26,Sandy,Groundnut,138,70,82,8.1,306,Medium,MOP,37.0,17,75.1
22.6,40,28,Red,Sugarcane,90,23,93,5.7,158,High,10-26-26,46.6,21,69.9
30.8,89,66,Sandy,Soybean,98,36,65,6.8,141,Medium,14-35-14,47.8,17,84.8
26.7,48,61,Loamy,Sugarcane,69,62,79,5.2,65,High,Urea,63.3,24,61.8
23.9,55,49,Black,Cotton,60,75,37,6.0,321,High,Potash,51.9,26,60.7
26.8,64,56,Loamy,Soybean,112,30,58,5.3,183,Low,Potash,33.7,18,109.3
34.8,41,28,Sandy,Maize,136,57,98,5.8,186,Medium,NPK,50.0,14,89.8
27.2,67,47,Red,Groundnut,61,31,48,6.8,72,Medium,Urea,65.9,10,85.1
22.6,39,70,Clayey,Rice,159,28,45,6.0,282,Medium,Urea,88.7,18,71.9
37.4,48,61,Loamy,Tomato,156,29,65,6.1,303,Low,10-26-26,49.7,31,88.4
24.1,56,28,Clayey,Maize,96,46,52,5.6,93,Medium,10-26-26,36.6,19,106.2
35.8,48,32,Black,Groundnut,114,76,99,5.5,265,Medium,DAP,69.3,18,95.5
37.7,57,36,Clayey,Tomato,79,51,57,7.7,206,High,Potash,43.9,28,66.9
34.6,74,67,Black,Tomato,157,35,66,7.4,110,Medium,NPK,48.8,29,106.9
23.5,66,69,Clayey,Tomato,154,70,74,6.6,314,Low,Potash,37.9,31,100.3
33.5,68,65,Black,Tomato,88,58,93,6.7,176,High,NPK,55.6,30,74.9
31.9,65,58,Black,Soybean,86,40,49,7.5,276,High,MOP,58.5,17,90.9
30.9,67,26,Red,Soybean,135,68,52,7.4,192,High,14-35-14,51.8,12,78.6
24.3,77,35,Red,Wheat,146,25,30,7.3,90,High,NPK,47.8,15,61.5
28.4,40,29,Loamy,Pulses,103,22,98,6.7,311,Medium,14-35-14,52.2,14,97.4
31.9,50,26,Sandy,Tomato,79,64,87,6.2,207,High,NPK,56.6,28,93.8
34.4,43,53,Clayey,Wheat,81,31,70,8.0,194,Medium,DAP,70.1,9,83.0
37.9,40,49,Clayey,Tomato,154,62,31,5.7,77,Medium,Potash,33.6,25,83.8
